,Tweets,len,ID,USER,userName,User Location,Language,Date,Source,Likes,Retweets,Geo,Coordinates,Place
11,se n fosse o home office eu teria q estar indo trabalhar de calça?????? isso é crime né não????,95,1312518557331202048,Vitutrouxa,Xávoz1ín deE C0ntag3,,,2020-10-03 22:23:04,Twitter for Android,0,1,,,
12,Em Home office que fala? @LeandroReisMac1 🍆👌🏻💦  @GalegoMatheus1 @NovinsGostosos1 @fariasxx @raphaelinked @_Bareback_ @jesus_really @casalgoianos @Ricomarlonz @CashMarrento @meninosonline @mavamboss @fehsaga20 @tesaodmlk @BOYZSPACE @dotado_paulista @gayamadorxxx @apertadinhoXXX https://t.co/hjPOHNU3V6,301,1312517847566876672,eumarcoss_,M A R C O S,Brasil,,2020-10-03 22:20:14,Twitter for Android,0,18,,,
13,Esperando minha melhor termo@ar o home office pra gente chapar,62,1312517385920806912,firmezana_,MD2,Azkaban de Diadema ,,2020-10-03 22:18:24,Twitter for iPhone,0,0,,,"Place(_api=<tweepy.api.API object at 0x7f64a107ae80>, id='792ce72d0ea47349', url='https://api.twitter.com/1.1/geo/id/792ce72d0ea47349.json', place_type='city', name='Diadema', full_name='Diadema, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f64a107ae80>, type='Polygon', coordinates=[[[-46.6521812, -23.7397611], [-46.577683, -23.7397611], [-46.577683, -23.657623], [-46.6521812, -23.657623]]]), attributes={})"
14,"Home Office pode aumentar renda média brasileira, aponta estudo https://t.co/vmS0MWIcEa https://t.co/9PC87E374u",111,1312516548171423744,tarcianoabeta,Tarciano A Beta,"Recife, Brasil",,2020-10-03 22:15:05,dlvr.it,0,0,,,
15,Em 2015 apresentei o projeto que regulamentava o Home-office em MG. Ele ficou engavetado por 5 anos. Alguns chegaram a me chamar de doido. Mas a pendemia mostrou a viabilidade e a necessidade. Aprovamos o projeto esse ano. Os números falam por si!  https://t.co/rB70lWIyS1,272,1310021295854292992,joaovitorxavier,João Vítor Xavier,Belo Horizonte,,2020-09-27 00:59:50,Twitter for iPhone,82,4,,,
16,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310020644436836356,cybernoia666,Джен Ⓐ🎃,,,2020-09-27 00:57:15,Twitter for Android,0,91,,,
17,"@Gusdpc810 @GeracaodeValor Pra início de carreira é melhor trabalhar presencialmente. Home office é pra, no mínimo, pleno.",122,1310020173043314689,PedraElfica,Aragorn II,Gondor,,2020-09-27 00:55:22,Twitter for Android,0,0,,,
18,@renanbreves flanelinha de home office https://t.co/BZcdYW9DLD,62,1310019775662354432,camzriana,L,na casa do caralho,,2020-09-27 00:53:48,Twitter for iPhone,0,19,,,
19,"...&gt; familiar – incorporando rotinas como a do “home office”, a de compras “online” e a de vestimentas menos formais – e melhorias gerais na qualidade de vida. Os defensores mais entusiasmados dessa acepção costumam justificar suas expectativas com os exemplos práticos das ...&gt;",284,1310019469343969280,smenin,Sérgio Menin T. de Souza,,,2020-09-27 00:52:35,Twitter for iPhone,2,0,,,
20,dia 5 eu começo a trampar só home office e a partir desse momento só uso camisa de time fodase,94,1310017516387930119,Ieomartins,Léo Martins,Porto Alegre,,2020-09-27 00:44:49,Twitter Web App,4,0,,,
21,"Quero só ver como q vai ser o home office do meu padrasto e da minha mae no verão  aqui em casa bate sol o dia td e onde eles trabalham n tem ar (fora q ia ser uma conta absurda, sem condições), tamo fudido kk",209,1310017216998453248,euphoriadajoh,só gato resolve 🐱🌻,perdida no recreio ,,2020-09-27 00:43:38,Twitter for Android,1,0,,,
22,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310017179463675904,srtadorothy,Bea,Chromatica,,2020-09-27 00:43:29,Twitter for Android,0,91,,,
23,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310016950941216768,drunkeinhorn,Yadjla (elu/delu),they/ them,,2020-09-27 00:42:34,Twitter for Android,0,91,,,
24,é tão lenda que até dormindo rende mais na edição do que quem passa o dia acordado amo esse home office onde ela dorme a vontade mas não deixa de trabalhar https://t.co/yIU8E559Zg,179,1310016892929806336,mozaopalhacinha,👑Mozão👑🌪,Em algum lugar,,2020-09-27 00:42:20,Twitter for Android,0,10,,,
25,@GeracaodeValor Home office em definitivo pode ser anywhere office... acho que vai abrir espaço para empresas buscarem candidatos em qualquer lugar do mundo.,157,1310016402070417409,_fabiomsouza,Fabio Miranda,"São Paulo, Brasil",,2020-09-27 00:40:23,Twitter for iPhone,0,0,,,
26,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310015812976160769,vi_cesouza,vivian👽,Rio de Janeiro,,2020-09-27 00:38:03,Twitter for Android,0,91,,,
27,"@passaahh Se fosse só nesse período estaríamos quase no ""mesmo barco"" das outras profissões que estão em regime de ""Home Office"", porém no dia a dia também tem desse ""custeio"" para que muitas coisas aconteçam no ambiente escolar. Retratou bem.",243,1310015748232949765,LipeAbraao,Tio Fê,"Garanhuns, Brasil",,2020-09-27 00:37:47,Twitter Web App,1,0,,,
28,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310015187345379328,_lolacarter,Com a Jojo é só amor (2-0),,,2020-09-27 00:35:34,Twitter Web App,0,91,,,
29,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310015026204418048,wtfsabo,construção visual de boiola,,,2020-09-27 00:34:55,Twitter for Android,0,91,,,
30,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310014279391813632,pseudocomunista,Doutora Percy,"Toulouse, France",,2020-09-27 00:31:57,Twitter for Android,0,91,,,
31,@Bia77Antunes @MiguelNicolelis Uai . Parei de trabalhar dia nenhum não.. Nenhum deles em home office.,101,1310013723638140929,Galo_Barreiro,Resistência Atleticana,"Barreiro, BH, Brasil",,2020-09-27 00:29:45,Twitter Web App,0,0,,,
32,@lukebarcelos29 MALDIÇÃO DO HOME OFFICE!!!! 😂😂😂😂😂😎🏁🏆,52,1310013496525021184,MarxReginaldo,ReginaldoMarx,"São Paulo, Brasil",,2020-09-27 00:28:51,Twitter for Android,1,0,,,
33,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1310013432503169025,lewist91_,duda terror da oms,princess park,,2020-09-27 00:28:35,Twitter Web App,0,4518,,,
34,"@QuebrandoOTabu Basicamente saindo só p/ comprar alguma coisa 2x por mês. Recebi uma amiga algumas vezes, mas ela também está em home office. Só que eu moro em casa no meio do mato, está sendo muito mais suave p/ mim. Dá p/ passear com os dogs tranquilamente sem ver mais de 2 pessoas pelas ruas",295,1310013255268663302,alma_capenga,Gabs Marques,"São Paulo, Brasil",,2020-09-27 00:27:53,Twitter for Android,0,0,,,
35,"@claudineyaguiar Ele tá em Home Office, deve estar no banheiro 🤣🤣🤣🤣🤣",68,1310011995962445824,BrunoSR31,Bruno Rodrigues,,,2020-09-27 00:22:53,Twitter for Android,0,0,,,
36,Fazendo home office sábado 21h30 na moral mereço um cu,54,1310011985581441024,_ninosantos,Nino,Macondo,,2020-09-27 00:22:50,Twitter for Android,1,0,,,
37,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1310011965943828481,ahrainara,hinara,"Pernambuco, Brasil",,2020-09-27 00:22:46,Twitter for iPhone,0,4518,,,
38,"@claudioedantas Eu colocaria o Eduardo Cunha, julgando de tornozeleira em home office.",86,1310011332192804869,alceuneto,Alceu Neto ✠  🍊 🍊,Lado B da Terra Plana,,2020-09-27 00:20:15,Twitter for Android,5,0,,,
39,"@SmartFitoficial Conto tudo! a minha unidade é a Gaivota em SP. Eu moro lá pela empresa, mas estamos de home office desde março. Com isso, estou na minha terra natal junto da família. Betim - MG. N tem unidade aqui. e ainda que tivesse não me sinto segura em frequentar academia. Pode me ajudar?",295,1310011226940940288,thataveneroso,Thaís-tressada,,,2020-09-27 00:19:49,Twitter for iPhone,2,0,,,
40,"Home office no serviço público gerou economia de R$ 1 bilhão em 5 meses, diz governo federal https://t.co/OXItjFSXlC",116,1310010542099247105,otpbbrasil,OTPB,,,2020-09-27 00:17:06,WordPress.com,0,0,,,
41,"Home office no serviço público gerou economia de R$ 1 bilhão em 5 meses, diz governo federal https://t.co/terQEIO4fP",116,1310010538513051648,igamaliel,Instituto Gamaliel,Belo Jardim - PE,,2020-09-27 00:17:05,WordPress.com,0,0,,,
42,@aninhajbd @WalkenesLagares Parabéns! Estou de home office saindo só pro essencial.,83,1310010287836336128,mariajulia512,Marcella 🚩🃏🧸⭐️👠,"Vitória, Brazil",,2020-09-27 00:16:06,Twitter Web App,16,0,,,
43,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310009214618738688,piettrava,pietra 🦋,"Salvador, Brasil",,2020-09-27 00:11:50,Twitter for Android,0,91,,,
44,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310007984597209094,paodemilhoaa,Anna Banana 🍌,na esquina ,,2020-09-27 00:06:56,Twitter for Android,0,91,,,
45,@Vailavaropinto Mas entendeu o conceito de home office kkkk,59,1310007982705586176,kalilrick,Richardson Kalil 🌹,"Belo Horizonte, Brasil",,2020-09-27 00:06:56,Twitter for Android,1,0,,,
46,eu com o home office https://t.co/jH5wBZJV4s,44,1310007968767803392,thaurodriguess,piranha independente,"Rio de Janeiro, Brasil",,2020-09-27 00:06:53,Twitter for Android,0,0,,,
47,@hustttin aí amg :(( já sinto falta do home office,50,1310007874769297409,bealrigght,‏ؘ,,,2020-09-27 00:06:30,Twitter for iPhone,1,0,,,
48,"No Jornal Nacional de ontem, matéria sobre o home office no serviço público. Entre abril e agosto, o Governo Federal economizou R$ 1 bilhão. A situação é extraordinária pela pandemia, mas o trabalho remoto veio para ficar na adm. pública. nhttps://globoplay.globo.com/v/8888535/ https://t.co/9OQij7gpM0",302,1310007823498174464,RafaPulz,Rafa #privatizatudo,"São Paulo, Brasil",,2020-09-27 00:06:18,Twitter for Android,0,5,,,
49,@eiduardo_ Bem que poderiam cancelar o campeonato presencial e fazer  todo online em home office,96,1310007630279192577,Carlos_0000CE,Carlos Aurélio,Maracanaú- CE,,2020-09-27 00:05:32,Twitter for Android,1,0,,,
50,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1310007616341446661,helena_limao,Helena Limão,,,2020-09-27 00:05:29,Twitter for Android,0,4518,,,
51,"📢O atendimento Home Office do Disque Denúncia (2253 1177), no dia de hoje (26), encerrou às 17h. Após este horário e durante todo o dia de domingo (27), passamos a receber as denúncias em nosso #APP ""Disque Denúncia RJ""Celular   Emergência, no atendimento #190 @PMERJ 👮‍♂️🚔  #Dora https://t.co/EK4zWdhdEy",304,1310007506014437376,DDalertaRio,Disque Denúncia Rio,"Rio de Janeiro, Brazil",,2020-09-27 00:05:02,Hootsuite Inc.,0,0,,,
52,Meu home office é na praia.. #SabadoDetremuraSDV  #sabadou https://t.co/KE03ECSn3j,82,1310006877523267584,Adilsonlaurind,Adilson Santos,,,2020-09-27 00:02:33,Twitter for Android,0,0,,,"Place(_api=<tweepy.api.API object at 0x7f64a107ae80>, id='07d9ce673ac83004', url='https://api.twitter.com/1.1/geo/id/07d9ce673ac83004.json', place_type='poi', name='Maresias Bar', full_name='Maresias Bar', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f64a107ae80>, type='Polygon', coordinates=[[[-45.56289103079104, -23.780600737609124], [-45.56289103079104, -23.780600737609124], [-45.56289103079104, -23.780600737609124], [-45.56289103079104, -23.780600737609124]]]), attributes={})"
53,Falei que precisava comprar uma escrivaninha pra home office e umas pessoas falaram pra eu fazer...mano eu trabalho pra não ter trabalho caraí toma aqui 250 reais e me faz uma entao,181,1310006850474172416,Dogzinthahouse,"fuck mundo,",,,2020-09-27 00:02:26,Twitter for Android,0,0,,,
54,"@macaxeirageral Sinto o mesmo. Tenho trabalhado muito mais em home office. Sou revisora, transcritora e tradutora. Trabalho p/rede de cursos técnicos e, além de revisar material didático, reviso toda a comunicação do grupo. Fora os extras, teses e afins 😥😉",256,1310006555924992006,DizinhaSouza,Ediane Souza,,,2020-09-27 00:01:16,Twitter for Android,0,0,,,
55,"@GeracaodeValor Definitivo é forte demais. Home office é bom, mas torna as relações mais frias e distantes (além do literal). Acho que o rotatividade seria favorecida nesses casos.",180,1310006229675257859,raph_ca,RaphCaS,,,2020-09-26 23:59:58,Twitter Web App,0,0,,,
56,"@danielalopes2 Eu sou capricorniana demais pra dar 250 pau num tripé pra agradar a gente que não saiba lidar, eventualmente, com O fato de que estou em home Office kkkkkkkk",172,1310005113210236930,RenataDaesse,Renata Daesse,,,2020-09-26 23:55:32,Twitter for Android,1,0,,,
57,"Home office deixará escritórios vagos e aluguel cairá, dizem especialistas https://t.co/3be6GhSSnp",98,1310005006544834560,Santanadelira,Letícia Santana,"Indaiatuba, Brasil",,2020-09-26 23:55:06,Twitter for iPhone,0,16,,,
58,descobri q vo trabalhar home office forever e não consigo me livrar da tristeza de não ter mais a oportunidade de irritar meus amigos o dia inteiro  dói.,153,1310004713170100230,ana_scarpeta,scartreta,,,2020-09-26 23:53:56,Twitter for iPhone,2,0,,,
59,"@krica_oliver @AndreaMelloBras sim, mts estão em home office, outros são aposentados. No entanto, são minoria. E outra, ficar confinado dentro de casa muito tempo, é de enlouquecer. E olha que  sou caseira !!",208,1310004549667749888,Fabiolafaby,Fabíola,Brasil,,2020-09-26 23:53:18,Twitter Web App,0,0,,,
60,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1310002790954143745,cchaves_vitoria,Vitória Chaves,,,2020-09-26 23:46:18,Twitter for Android,0,4518,,,
61,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1310002387101376514,dudagaraai,sapatao burra,,,2020-09-26 23:44:42,Twitter for iPhone,0,4518,,,
62,"@atthaphxnp e nada de home office, né?! 💀",41,1310002374585585664,hijadelalunes,jenbin is real,,,2020-09-26 23:44:39,Twitter Web App,0,0,,,
63,@cintiayasuko Precisando estamos aí! Rsrs.  Tô na correria do home office mas uma hora eu respondo. XD,102,1310002223263494144,PedrinhoRegis,Pedro Régis,Brasilia & Porto Velho,,2020-09-26 23:44:03,Twitter for Android,0,0,,,
64,eu saí da sala pra fazer como quando faço na arena que me ajoelho pra não ver o pênalti kkkk adapte suas superstições ao home office,132,1310001923991515136,dizzycarbornar,dizzy 🦁,ela/dela,,2020-09-26 23:42:51,Twitter for iPhone,12,0,,,
65,A melhor parte do home office é poder mandar todo mundo tomar no xu,67,1310001854428872705,crlhxxx,.,065,,2020-09-26 23:42:35,Twitter for iPhone,1,0,,,
66,"@pedrohduarte O LinkedIn virou uma rede onde as pessoas postam histórias chatas e falsos elogios ao trabalho pra pagar de ""comprometido"". Quando, na verdade, a maioria odeia o trabalho, o chefe, os colegas... Em tempos de home office, vejo muita gente postar: ""saudades do escritório!!"" Sei...",293,1310001694151933952,Fezitus,Felipe Felix,,,2020-09-26 23:41:57,Twitter for Android,0,7,,,
67,@renanbreves flanelinha de home office https://t.co/BZcdYW9DLD,62,1310001378014658560,_adanado,Adinho,"Bahia, Brasil",,2020-09-26 23:40:41,Twitter for iPhone,0,19,,,
68,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1310001359706619905,_adanado,Adinho,"Bahia, Brasil",,2020-09-26 23:40:37,Twitter for iPhone,0,4518,,,
69,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310001009255755781,evellynstf,eve,"Setor Norte, Maracanã - Rj",,2020-09-26 23:39:13,Twitter for Android,0,91,,,
70,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1310000711112028161,gremlinviado,nbaby,parahyba,,2020-09-26 23:38:02,Twitter for iPhone,0,91,,,
71,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1310000211041890304,yaas016,yaas,"Guarulhos, BRA",,2020-09-26 23:36:03,Twitter for Android,0,4518,,,
72,"Depois de muito enrolar, hoje finalmente arrumei minha sala de home office na casa da minha avó. Agora mais ninguém vai invadir minhas reuniões e aulas",151,1309999896729128960,CarolDoms,Doms,Piedade - SP ↔️ Bauru - SP,,2020-09-26 23:34:48,Twitter for Android,0,0,,,
73,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309999542071447552,lopessabrinaaa,bina,"Caçapava, Brasil",,2020-09-26 23:33:24,Twitter for Android,0,91,,,
74,Luiza's Blog: HOME OFFICE: 9 DICAS PARA TRABALHAR MELHOR https://t.co/lS8Syi5B6f,80,1309999491030941705,luiza_brito,Luiza S. Brito,Brasil,,2020-09-26 23:33:11,Twitter Web App,0,0,,,
75,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309998807787204608,isademorais2,isa,021,,2020-09-26 23:30:29,Twitter for iPhone,0,91,,,
76,Fonte: https://t.co/tGaQh64V1z,30,1309998610373898240,jovinosumicity,Jovino Gonçalves,"Sumidouro, RJ",,2020-09-26 23:29:41,Twitter for Android,0,2,,,
77,"O Governo Federal economizou quase R$ 1 BILHÃO com a prática do Home Office: - R$ 471 milhões refere-se a economia com passagens, diárias e despesas com locomoção - R$ 255 milhões com energia elétrica - R$ 89 milhões em serviços de comunicação - R$ 33 milhões em água e esgoto",276,1309998597816168451,jovinosumicity,Jovino Gonçalves,"Sumidouro, RJ",,2020-09-26 23:29:38,Twitter for Android,0,4,,,
78,Como configurar de forma correta e segura uma conexão VPN https://t.co/cMTYID3MLf,81,1309998464294629376,diassecurity,Dias Security,Rio de Janeiro,,2020-09-26 23:29:07,Paper.li,0,0,,,
79,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309998388897816576,colddayys,cadelinha da amren,,,2020-09-26 23:28:49,Twitter for Android,0,4518,,,
80,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309997818766127109,cabiex_,tristin,"zona oeste, rj ",,2020-09-26 23:26:33,Twitter for iPhone,0,91,,,
81,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309997130589888517,camy11a,will,rj zo,,2020-09-26 23:23:49,Twitter for iPhone,0,91,,,
82,"@WLenhart82 Bom dar continuidade ao ""home office"" na gestão pública e salvar 1 bilhão. O desafio é monitorar media dúzia de muitos ""aspones"".  Mas eles já não fazem nada presencialmente debaixo dos seus chefes de repartição, não? Então e melhor economizar e esquecer. NACION AIS1 NACIONAIS2",290,1309997109790339073,trademarkrh,Trademark (João Teixeira),"Rio de Janeiro, Brasil",,2020-09-26 23:23:44,Twitter Web App,2,0,,,
83,@velinSouza1 Queria tá de home office pra dar a desculpa que preciso de uma cadeira gamer pra trabalhar e endividar meu cartão de crédito com ela,145,1309996603877580800,_agatha_barros,htinha,RJ,,2020-09-26 23:21:43,Twitter for iPhone,1,0,,,
84,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309996591949008899,Sallesl,Leidy,"Rio de Janeiro, Brasil",,2020-09-26 23:21:40,Twitter for Android,0,91,,,
85,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309995527476576258,feministabis,tabis 🎃,,,2020-09-26 23:17:26,Twitter for Android,0,91,,,
86,"Acabou covid, Deus queira que eu continue de home office por que to seriamente me planejando pra passar 1 mês viajando.  1 semana em minas, 1 em floripa, 1 no litoral e a ultima não decidi ainda. Mas foda se, preciso compensar todas as praias e cachoeiras que não colei.",270,1309994331139379200,KenSotero,Hannah Sotero,São Paulo,,2020-09-26 23:12:41,Twitter for iPhone,0,1,,,
87,"A @ClaroBrasil (também Net) tem um serviço péssimo. Em plena pandemia e de home office, a empresa não tem capacidade de fazer uma visita técnica de emergência. Detalhe: é o equipamento deles não funciona. Me mantiveram mais 40 min no telefone para nada efetivo alô @ProconRJ https://t.co/MysAS9LVal",298,1309994190890205190,Giselepdias,Gisele Dias,Belo Horizonte,,2020-09-26 23:12:08,Twitter for Android,0,3,,,
88,"a tv aqui em casa não quer ligar mais, minha mãe disse que ela está em home office 🥴",84,1309994154521505794,misstfinch,thay está lendo minha sombria vanessa 📖,"Recife, Pernambuco",,2020-09-26 23:11:59,Twitter for Android,0,0,,,
89,"Carro de som permitido na campanha eleitoral. Que absurdo. Milhões de pessoas em home office, tendo que ser virar com essa invasão sonora",137,1309993443834433537,famanet,FaMa,Brasil,,2020-09-26 23:09:10,Twitter for Android,0,0,,,
90,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309993384506019841,cejoyyyy,Nefertiti,"Beverly Hills, CA",,2020-09-26 23:08:56,Twitter for Android,0,91,,,
91,"Gente, minha chefa travesty ta querendo contratar mais das nossas pra trampar de Home-Office pra Wiser educação.  Alguma quer? Me manda DM e eu passo meu email pra mandar o CV ai eu encaminho pra ela ❤",201,1309992891000016898,Oodaraluna,𝐿𝑢𝑛𝑎,Ela/Dela,,2020-09-26 23:06:58,Twitter for Android,0,91,,,
92,"Já chegou os problematizadores no meu post querendo me ensinar a seu mãe de meu filho. Sou mãe solo, fico 24h com meu filho trabalhando home office, faço tudo, de tarefas de casa a sentar de brincar de carrinho. Tenho direito de reclamar sim porque tô cansada. #maternidadereal",277,1309992432042422286,laviniazarth,eu,,,2020-09-26 23:05:08,Twitter Web App,0,4,,,
93,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309992389533147136,AdamMorais,Adam Morais 🏠,"Pernambuco, Brasil",,2020-09-26 23:04:58,Twitter for iPhone,0,4518,,,
94,"Estacionei o carro aqui e o flanelinha que tava sumido há dois meses falou ""bom dia sr. Renan, voltei, tava em home office""  ???????",132,1309992280955158529,lmmarciaa,Márcia Silva,"São Paulo, Brasil",,2020-09-26 23:04:32,Twitter for Android,0,4518,,,
95,@MendoncaLicia Nossa eu mudei o home office de lugar por causa da cadeira minhas costas estavam GRITANDOOOO,107,1309992226928369672,sambarcellos,Sam Barcellos,Brasil,,2020-09-26 23:04:20,Twitter for iPhone,1,0,,,
